sequence	md5	length	database	accession	description	start	end	evalue	post_processed	date	entry	name
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	676	695	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	722	741	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	650	672	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	CDD	cd03516	Link_domain_CD44_like	26	170	7.14235E-69	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	529	558	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	627	642	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	ProSitePatterns	PS01241	Link domain signature.	53	97	-	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	590	620	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	ProSiteProfiles	PS50963	Link domain profile.	32	120	29.614872	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	418	455	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PANTHER	PTHR10225	HYALURONAN  RECEPTOR	1	269	0.0	T	13-03-2023	IPR043210	CD44 antigen-like
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	FunFam	G3DSA:3.10.100.10:FF:000004	CD44 antigen isoform X2	32	123	1.9E-50	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	499	516	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	15	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	372	558	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	650	671	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Gene3D	G3DSA:3.10.100.10	-	32	123	1.4E-17	T	13-03-2023	IPR016186	C-type lectin-like/link domain superfamily
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	381	403	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Pfam	PF00193	Extracellular link domain	32	119	8.7E-19	T	13-03-2023	IPR000538	Link domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	FunFam	G3DSA:1.10.510.10:FF:000041	Ribosomal protein S6 kinase	457	716	0.0	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	393	718	8.63E-84	T	13-03-2023	IPR011009	Protein kinase-like domain superfamily
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSiteProfiles	PS50011	Protein kinase domain profile.	59	318	53.813099	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	491	701	2.3E-58	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	57	357	4.3E-121	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	PIRSF	PIRSF000606	RPS6_kin_2	16	733	0.0	T	13-03-2023	IPR016239	Ribosomal protein S6 kinase II
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	CDD	cd14178	STKc_RSK3_C	411	703	0.0	T	13-03-2023	IPR042766	RSK3, C-terminal catalytic domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	SMART	SM00133	pkinase_C_6	319	380	1.1E-19	T	13-03-2023	IPR000961	AGC-kinase, C-terminal
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	392	488	4.5E-38	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	FunFam	G3DSA:1.10.510.10:FF:000010	Ribosomal protein S6 kinase	141	337	1.8E-125	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	FunFam	G3DSA:3.30.200.20:FF:000121	Ribosomal protein S6 kinase	393	488	1.2E-53	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSiteProfiles	PS51285	AGC-kinase C-terminal domain profile.	319	388	15.987543	T	13-03-2023	IPR000961	AGC-kinase, C-terminal
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	528	540	-	T	13-03-2023	IPR008271	Serine/threonine-protein kinase, active site
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	CDD	cd05582	STKc_RSK_N	63	379	0.0	T	13-03-2023	IPR041906	Ribosomal S6 kinase, N-terminal catalytic domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00433	Protein kinase C terminal domain	342	378	6.5E-6	T	13-03-2023	IPR017892	Protein kinase, C-terminal
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	FunFam	G3DSA:3.30.200.20:FF:000013	Ribosomal protein S6 kinase	58	160	7.2E-49	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	SMART	SM00220	serkin_6	59	318	1.6E-105	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	SMART	SM00220	serkin_6	415	672	2.1E-101	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	145	338	4.3E-121	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	57	384	5.66E-96	T	13-03-2023	IPR011009	Protein kinase-like domain superfamily
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	PANTHER	PTHR24351	RIBOSOMAL PROTEIN S6 KINASE	37	385	0.0	T	13-03-2023	-	-
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00069	Protein kinase domain	415	672	5.0E-74	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00069	Protein kinase domain	59	318	1.4E-70	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	180	192	-	T	13-03-2023	IPR008271	Serine/threonine-protein kinase, active site
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	65	91	-	T	13-03-2023	IPR017441	Protein kinase, ATP binding site
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSiteProfiles	PS50011	Protein kinase domain profile.	415	672	48.17363	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q15349|KS6A2_HUMAN	b2898aa8c8a6789e7b4d1df7c54e8a85	733	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	421	444	-	T	13-03-2023	IPR017441	Protein kinase, ATP binding site
sp|A6NHZ5|LR14B_HUMAN	de63e3f546ea1e2cc98fcde4970de8f1	514	PANTHER	PTHR14224	SIMILAR TO PREFERENTIALLY EXPRESSED ANTIGEN IN MELANOMA-LIKE 3	3	485	5.6E-113	T	13-03-2023	-	-
sp|A6NHZ5|LR14B_HUMAN	de63e3f546ea1e2cc98fcde4970de8f1	514	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	168	424	5.8E-21	T	13-03-2023	IPR032675	Leucine-rich repeat domain superfamily
sp|A6NHZ5|LR14B_HUMAN	de63e3f546ea1e2cc98fcde4970de8f1	514	SUPERFAMILY	SSF52047	RNI-like	199	420	2.62E-22	T	13-03-2023	-	-
sp|A6NHZ5|LR14B_HUMAN	de63e3f546ea1e2cc98fcde4970de8f1	514	Coils	Coil	Coil	496	514	-	T	13-03-2023	-	-
sp|A6NHZ5|LR14B_HUMAN	de63e3f546ea1e2cc98fcde4970de8f1	514	FunFam	G3DSA:3.80.10.10:FF:000313	Leucine rich repeat containing 14B	164	424	2.6E-127	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	CDD	cd14690	bZIP_CREB1	215	269	7.74811E-34	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	FunFam	G3DSA:1.20.5.170:FF:000003	cAMP-responsive element modulator isoform X2	215	269	7.2E-34	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	SMART	SM00338	brlzneu	211	268	4.5E-10	T	13-03-2023	IPR004827	Basic-leucine zipper domain
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	Pfam	PF00170	bZIP transcription factor	212	268	3.4E-21	T	13-03-2023	IPR004827	Basic-leucine zipper domain
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	Gene3D	G3DSA:1.20.5.170	-	215	269	1.2E-29	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	SUPERFAMILY	SSF57959	Leucine zipper domain	214	266	1.48E-12	T	13-03-2023	IPR046347	Basic-leucine zipper domain superfamily
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	ProSitePatterns	PS00036	Basic-leucine zipper (bZIP) domain signature.	219	233	-	T	13-03-2023	IPR004827	Basic-leucine zipper domain
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PANTHER	PTHR45879	CYCLIC AMP RESPONSE ELEMENT-BINDING PROTEIN B	14	269	5.9E-125	T	13-03-2023	IPR001630	cAMP response element binding (CREB) protein
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	ProSiteProfiles	PS50217	Basic-leucine zipper (bZIP) domain profile.	213	264	11.265757	T	13-03-2023	IPR004827	Basic-leucine zipper domain
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	MobiDBLite	mobidb-lite	consensus disorder prediction	8	52	-	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	48	70	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	94	109	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	171	182	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	210	226	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	228	248	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	PRINTS	PR00041	cAMP response element binding (CREB) protein signature	248	265	2.7E-55	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	ProSiteProfiles	PS50953	KID domain profile.	31	90	16.129562	T	13-03-2023	IPR003102	Coactivator CBP, pKID
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	Coils	Coil	Coil	231	265	-	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	MobiDBLite	mobidb-lite	consensus disorder prediction	1	61	-	T	13-03-2023	-	-
sp|P18846|ATF1_HUMAN	75678297b8e59a7501a88b7160178ca6	271	Pfam	PF02173	pKID domain	43	82	2.0E-18	T	13-03-2023	IPR003102	Coactivator CBP, pKID
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	MobiDBLite	mobidb-lite	consensus disorder prediction	51	67	-	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	PANTHER	PTHR11736	MELANOMA-ASSOCIATED ANTIGEN  MAGE ANTIGEN	47	294	1.4E-98	T	13-03-2023	IPR037445	Melanoma-associated antigen
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	MobiDBLite	mobidb-lite	consensus disorder prediction	285	304	-	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	Pfam	PF01454	MAGE homology domain	92	260	1.6E-28	T	13-03-2023	IPR002190	MAGE homology domain
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	ProSiteProfiles	PS50838	MAGE conserved domain profile.	85	285	81.86068	T	13-03-2023	IPR002190	MAGE homology domain
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	SMART	SM01373	MAGE_2	92	263	2.5E-99	T	13-03-2023	IPR002190	MAGE homology domain
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	Gene3D	G3DSA:1.10.10.1210	MAGE homology domain, winged helix WH2 motif	162	294	2.7E-55	T	13-03-2023	IPR041899	MAGE homology domain, winged helix WH2 motif
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	FunFam	G3DSA:1.10.10.1200:FF:000003	MAGE family member F1	68	162	3.4E-46	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	MobiDBLite	mobidb-lite	consensus disorder prediction	10	24	-	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	MobiDBLite	mobidb-lite	consensus disorder prediction	1	82	-	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	FunFam	G3DSA:1.10.10.1210:FF:000001	melanoma-associated antigen D1	165	292	1.1E-59	T	13-03-2023	-	-
sp|Q96MG7|NSE3_HUMAN	26f20a78c3f6d59d48ffc665bc5c8053	304	Gene3D	G3DSA:1.10.10.1200	MAGE homology domain, winged helix WH1 motif	78	161	5.2E-34	T	13-03-2023	IPR041898	MAGE homology domain, winged helix WH1 motif
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	MobiDBLite	mobidb-lite	consensus disorder prediction	316	520	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	CDD	cd20593	CYCLIN_CCNL2_rpt2	195	317	1.77349E-92	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Pfam	PF00134	Cyclin, N-terminal domain	73	191	7.2E-10	T	13-03-2023	IPR006671	Cyclin, N-terminal
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	19	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Gene3D	G3DSA:1.10.472.10	-	50	191	3.5E-43	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	MobiDBLite	mobidb-lite	consensus disorder prediction	441	458	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	MobiDBLite	mobidb-lite	consensus disorder prediction	405	430	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	19	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	FunFam	G3DSA:1.10.472.10:FF:000016	cyclin-L1 isoform X1	50	191	9.7E-86	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Gene3D	G3DSA:1.10.472.10	-	193	303	1.9E-30	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	2	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	FunFam	G3DSA:1.10.472.10:FF:000014	cyclin-L1 isoform X1	193	303	8.4E-66	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SUPERFAMILY	SSF47954	Cyclin-like	194	295	1.48E-33	T	13-03-2023	IPR036915	Cyclin-like superfamily
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SMART	SM01332	Cyclin_C_2	194	317	1.5E-6	T	13-03-2023	IPR004367	Cyclin, C-terminal domain
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SUPERFAMILY	SSF47954	Cyclin-like	50	193	4.76E-39	T	13-03-2023	IPR036915	Cyclin-like superfamily
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SMART	SM00385	cyclin_7	198	282	5.8E-15	T	13-03-2023	IPR013763	Cyclin-like domain
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SMART	SM00385	cyclin_7	83	185	1.1E-9	T	13-03-2023	IPR013763	Cyclin-like domain
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	CDD	cd20590	CYCLIN_CCNL2_rpt1	35	190	1.74206E-114	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Pfam	PF02984	Cyclin, C-terminal domain	203	288	2.5E-6	T	13-03-2023	IPR004367	Cyclin, C-terminal domain
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	PANTHER	PTHR10026	CYCLIN	60	393	2.3E-77	T	13-03-2023	IPR043198	Cyclin/Cyclin-like subunit Ssn8
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	19	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	3	14	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	MobiDBLite	mobidb-lite	consensus disorder prediction	468	486	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	20	520	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Coils	Coil	Coil	291	311	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	MobiDBLite	mobidb-lite	consensus disorder prediction	493	511	-	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	PIRSF	PIRSF036580	Cyclin_L	1	520	0.0	T	13-03-2023	-	-
sp|Q96S94|CCNL2_HUMAN	8ae857b7641a9dc785b2732bb6127bf4	520	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	19	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	MobiDBLite	mobidb-lite	consensus disorder prediction	1353	1372	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Pfam	PF00060	Ligand-gated ion channel	555	828	1.0E-34	T	13-03-2023	IPR001320	Ionotropic glutamate receptor, C-terminal
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	CDD	cd06378	PBP1_iGluR_NMDA_NR2	32	387	0.0	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	652	819	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Gene3D	G3DSA:3.40.50.2300	-	149	384	0.0	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	747	765	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	CDD	cd13718	PBP2_iGluR_NMDA_Nr2	403	802	0.0	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	633	655	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	MobiDBLite	mobidb-lite	consensus disorder prediction	1335	1372	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	27	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	FunFam	G3DSA:3.40.50.2300:FF:000344	Glutamate ionotropic receptor NMDA type subunit 2A	339	405	3.0E-44	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	MobiDBLite	mobidb-lite	consensus disorder prediction	1019	1036	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	27	556	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	818	837	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	7	18	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	19	26	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	FunFam	G3DSA:3.40.190.10:FF:000007	Putative glutamate receptor ionotropic NMDA 2B	654	767	1.4E-61	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	MobiDBLite	mobidb-lite	consensus disorder prediction	1037	1083	-	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	451	797	4.02E-55	T	13-03-2023	-	-
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	Pfam	PF10613	Ligated ion channel L-glutamate- and glycine-binding site	439	539	6.6E-30	T	13-03-2023	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	SMART	SM00079	GluR_14	431	798	1.6E-70	T	13-03-2023	IPR001320	Ionotropic glutamate receptor, C-terminal
sp|Q12879|NMDE1_HUMAN	4963f511fb2ad2d0a993fa102071a76c	1464	SMART	SM00918	Lig_chan_Glu_bd_2	439	502	4.6E-24	T	13-03-2023	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
